fold,index,true_label,pred_label
4,735,1,1.0
4,742,0,0.0
4,746,1,0.0
4,747,0,0.0
4,758,1,1.0
4,761,0,1.0
4,771,1,0.0
4,773,0,0.0
4,776,0,0.0
4,777,1,0.0
4,787,1,1.0
4,800,1,0.0
4,804,1,0.0
4,805,0,0.0
4,806,0,1.0
4,807,0,0.0
4,820,1,1.0
4,824,0,0.0
4,826,1,1.0
4,828,1,0.0
4,832,0,0.0
4,837,1,1.0
4,846,1,1.0
4,849,0,0.0
4,851,0,0.0
4,855,0,0.0
4,866,1,1.0
4,872,0,0.0
4,874,1,0.0
4,878,1,1.0
4,882,1,0.0
4,886,1,0.0
4,888,0,0.0
4,890,0,0.0
4,896,0,0.0
4,899,1,1.0
4,904,1,1.0
4,905,0,1.0
4,911,0,0.0
4,934,0,0.0
4,936,0,0.0
4,939,1,0.0
4,940,0,0.0
4,942,1,1.0
4,944,0,1.0
4,947,0,1.0
4,963,1,0.0
4,973,1,0.0
4,974,0,0.0
4,982,0,0.0
4,984,1,1.0
4,986,0,1.0
4,989,1,1.0
4,990,0,0.0
4,993,1,1.0
4,1002,0,0.0
4,1005,1,1.0
4,1007,0,0.0
4,1013,0,0.0
4,1022,1,1.0
4,1028,0,1.0
4,1031,0,0.0
4,1035,1,0.0
4,1039,0,0.0
4,1042,0,0.0
4,1045,1,1.0
4,1046,0,0.0
4,1057,1,1.0
4,1067,0,0.0
4,1070,0,0.0
4,1079,0,0.0
4,1085,1,0.0
4,1092,0,0.0
4,1100,0,0.0
4,1102,1,1.0
4,1107,0,0.0
4,1108,1,0.0
4,1118,1,0.0
4,1128,0,0.0
4,1134,1,0.0
4,1135,0,1.0
4,1141,1,0.0
4,1144,0,0.0
4,1149,1,1.0
4,1161,1,0.0
4,1164,1,1.0
4,1170,1,1.0
4,1174,1,1.0
4,1183,1,0.0
4,1186,0,1.0
4,1189,1,1.0
4,1190,1,0.0
4,1195,1,0.0
4,1196,1,1.0
4,1197,0,1.0
4,1198,1,0.0
4,1199,1,1.0
4,1211,0,0.0
4,1216,0,0.0
4,1222,0,1.0
4,1228,0,0.0
4,1235,0,0.0
4,1244,1,1.0
4,1257,0,0.0
4,1266,0,0.0
4,1267,0,0.0
4,1278,1,0.0
4,1281,0,1.0
4,1286,0,1.0
4,1287,0,1.0
4,1301,0,0.0
4,1308,0,1.0
4,1310,0,0.0
4,1314,1,0.0
4,1323,1,1.0
4,1332,1,0.0
4,1334,1,1.0
4,1336,1,0.0
4,1347,0,0.0
4,1351,1,0.0
4,1353,1,1.0
4,1358,0,1.0
4,1364,1,1.0
4,1367,1,0.0
4,1375,0,1.0
4,1376,1,1.0
4,1378,1,1.0
4,1382,1,1.0
4,1384,0,0.0
4,1390,1,0.0
4,1391,1,1.0
4,1393,0,0.0
4,1400,0,1.0
4,1404,0,0.0
4,1405,0,1.0
4,1409,1,1.0
4,1412,1,1.0
4,1416,1,0.0
4,1426,0,0.0
4,1427,1,0.0
4,1429,0,0.0
4,1433,0,0.0
4,1434,1,1.0
4,1456,0,0.0
4,1458,0,0.0
4,1460,1,1.0
4,1466,1,1.0
4,1468,1,1.0
4,1470,1,1.0
4,1472,0,0.0
4,1473,1,1.0
4,1478,1,0.0
4,1480,1,1.0
4,1481,0,1.0
4,1482,0,0.0
4,1485,1,1.0
4,1494,1,0.0
4,1513,0,0.0
4,1514,1,1.0
4,1518,1,1.0
4,1520,0,0.0
4,1521,1,1.0
4,1529,0,0.0
4,1531,1,0.0
4,1532,1,0.0
4,1535,1,1.0
4,1538,1,1.0
4,1542,1,1.0
4,1543,0,0.0
4,1544,0,0.0
4,1546,1,1.0
4,1547,1,0.0
4,1554,0,1.0
4,1560,0,0.0
4,1561,1,1.0
4,1569,0,0.0
4,1575,1,0.0
4,1580,1,1.0
4,1584,0,0.0
4,1587,0,0.0
4,1591,0,1.0
4,1592,1,0.0
4,1593,0,0.0
4,1596,1,1.0
4,1609,0,1.0
4,1610,1,0.0
4,1615,0,0.0
4,1621,1,0.0
4,1630,1,1.0
4,1631,0,0.0
4,1634,1,1.0
4,1644,1,1.0
4,1645,0,0.0
4,1649,1,1.0
4,1654,0,0.0
4,1656,1,0.0
4,1658,1,1.0
4,1660,1,0.0
4,1661,1,0.0
4,1664,0,0.0
4,1665,1,0.0
4,1667,1,1.0
4,1670,1,1.0
4,1680,1,1.0
4,1685,0,1.0
4,1686,0,0.0
4,1697,1,1.0
4,1699,0,1.0
4,1703,1,1.0
4,1712,1,0.0
4,1735,1,1.0
4,1739,0,0.0
4,1745,1,0.0
4,1749,0,0.0
4,1752,1,1.0
4,1754,0,0.0
4,1756,1,1.0
4,1757,0,1.0
4,1758,1,0.0
4,1759,0,0.0
4,1763,1,0.0
4,1765,0,1.0
4,1769,1,1.0
4,1776,0,0.0
4,1783,0,0.0
4,1787,1,0.0
4,1793,1,0.0
4,1799,1,0.0
4,1801,0,0.0
4,1828,0,0.0
4,1829,0,1.0
4,1832,1,1.0
4,1840,0,0.0
4,1855,0,1.0
4,1857,1,1.0
4,1863,1,1.0
4,1868,0,1.0
4,1871,0,1.0
4,1874,0,1.0
4,1875,1,1.0
4,1878,0,0.0
4,1891,1,1.0
4,1894,1,0.0
4,1895,1,1.0
4,1898,1,0.0
4,1900,0,0.0
4,1905,0,0.0
4,1906,1,1.0
4,1919,0,0.0
4,1922,0,0.0
4,1928,0,0.0
4,1943,1,0.0
4,1951,1,1.0
4,1955,1,1.0
4,1972,1,1.0
4,1975,0,0.0
4,1981,1,0.0
4,1982,0,0.0
4,1984,0,1.0
4,1988,0,1.0
4,1995,0,0.0
5,9,0,0.0
5,17,1,0.0
5,21,1,0.0
5,23,0,1.0
5,26,1,0.0
5,27,1,1.0
5,28,1,1.0
5,29,0,1.0
5,31,1,1.0
5,38,0,1.0
5,40,0,0.0
5,48,1,0.0
5,49,1,1.0
5,50,1,0.0
5,55,0,0.0
5,58,0,0.0
5,63,1,1.0
5,71,1,1.0
5,72,0,1.0
5,77,1,0.0
5,78,0,0.0
5,82,1,1.0
5,85,1,0.0
5,86,0,0.0
5,87,0,0.0
5,101,1,1.0
5,118,1,1.0
5,137,0,0.0
5,144,0,1.0
5,147,0,0.0
5,156,1,0.0
5,171,0,0.0
5,182,1,0.0
5,187,0,0.0
5,188,1,1.0
5,197,0,1.0
5,198,1,0.0
5,200,1,1.0
5,202,1,1.0
5,203,1,1.0
5,204,1,1.0
5,210,0,0.0
5,211,1,1.0
5,218,1,1.0
5,231,1,1.0
5,235,1,1.0
5,238,1,1.0
5,244,1,0.0
5,263,0,0.0
5,264,1,1.0
5,265,1,1.0
5,267,1,1.0
5,270,1,1.0
5,274,0,0.0
5,276,1,1.0
5,281,0,1.0
5,282,1,0.0
5,289,0,1.0
5,292,1,1.0
5,293,0,1.0
5,294,0,0.0
5,301,0,1.0
5,307,0,1.0
5,309,1,1.0
5,321,0,0.0
5,324,0,0.0
5,325,1,1.0
5,330,1,0.0
5,335,0,1.0
5,336,0,0.0
5,342,1,0.0
5,347,1,0.0
5,350,1,1.0
5,351,1,1.0
5,371,1,0.0
5,373,0,1.0
5,374,0,1.0
5,381,1,0.0
5,383,0,0.0
5,386,1,0.0
5,390,1,1.0
5,391,1,1.0
5,396,1,0.0
5,403,1,1.0
5,408,1,1.0
5,410,0,0.0
5,421,1,0.0
5,423,0,0.0
5,428,1,0.0
5,429,0,0.0
5,437,1,1.0
5,441,0,0.0
5,446,0,0.0
5,449,0,0.0
5,464,0,0.0
5,469,1,0.0
5,473,0,0.0
5,474,1,0.0
5,478,0,1.0
5,484,1,0.0
5,485,1,0.0
5,491,0,0.0
5,494,1,1.0
5,504,1,1.0
5,526,0,1.0
5,532,0,0.0
5,535,0,0.0
5,543,0,0.0
5,551,1,1.0
5,552,1,1.0
5,557,0,0.0
5,558,0,0.0
5,566,0,0.0
5,569,1,1.0
5,576,0,0.0
5,582,0,0.0
5,586,1,1.0
5,597,1,1.0
5,602,0,0.0
5,612,0,1.0
5,614,0,1.0
5,621,0,0.0
5,640,0,1.0
5,643,0,0.0
5,644,0,1.0
5,647,0,0.0
5,650,0,1.0
5,664,1,0.0
5,667,0,1.0
5,668,0,1.0
5,676,0,1.0
5,683,1,0.0
5,687,1,1.0
5,695,1,1.0
5,708,0,1.0
5,713,0,0.0
5,731,1,1.0
5,743,0,0.0
5,751,1,0.0
5,752,1,0.0
5,763,1,0.0
5,770,1,1.0
5,780,0,0.0
5,788,0,0.0
5,789,1,1.0
5,803,0,0.0
5,808,1,1.0
5,818,1,1.0
5,819,0,1.0
5,825,1,0.0
5,829,0,1.0
5,831,1,0.0
5,856,0,1.0
5,865,1,1.0
5,870,0,0.0
5,873,1,1.0
5,875,0,1.0
5,881,0,0.0
5,887,0,1.0
5,893,1,0.0
5,902,1,1.0
5,914,1,1.0
5,919,0,1.0
5,921,0,1.0
5,927,1,1.0
5,930,0,0.0
5,931,1,1.0
5,932,0,0.0
5,933,1,0.0
5,937,1,1.0
5,938,0,0.0
5,946,0,0.0
5,960,1,1.0
5,971,1,0.0
5,972,1,0.0
5,977,1,0.0
5,980,0,1.0
5,981,0,1.0
5,983,0,1.0
5,988,1,0.0
5,992,1,0.0
5,1010,1,1.0
5,1018,0,0.0
5,1023,1,1.0
5,1032,0,0.0
5,1033,1,1.0
5,1038,0,1.0
5,1049,1,0.0
5,1055,0,0.0
5,1072,0,0.0
5,1073,1,1.0
5,1075,1,1.0
5,1087,1,1.0
5,1088,1,1.0
5,1095,0,1.0
5,1099,1,1.0
5,1101,1,1.0
5,1109,0,1.0
5,1112,1,1.0
5,1117,0,0.0
5,1121,0,0.0
5,1123,1,1.0
5,1132,0,1.0
5,1136,0,0.0
5,1140,1,1.0
5,1143,1,0.0
5,1146,0,1.0
5,1151,0,0.0
5,1159,0,1.0
5,1160,1,1.0
5,1162,0,0.0
5,1167,1,1.0
5,1171,0,0.0
5,1184,0,1.0
5,1185,1,1.0
5,1193,0,0.0
5,1201,1,1.0
5,1203,0,0.0
5,1204,0,1.0
5,1205,0,1.0
5,1209,0,1.0
5,1210,1,1.0
5,1214,1,0.0
5,1218,1,1.0
5,1229,1,1.0
5,1230,1,1.0
5,1232,0,0.0
5,1234,0,0.0
5,1236,0,0.0
5,1237,1,1.0
5,1241,0,0.0
5,1243,0,0.0
5,1245,1,1.0
5,1252,1,1.0
5,1254,1,0.0
5,1259,1,0.0
5,1263,0,0.0
5,1264,0,0.0
5,1268,1,1.0
5,1269,0,1.0
5,1270,0,0.0
5,1271,0,0.0
5,1272,1,1.0
5,1275,0,0.0
5,1280,1,1.0
5,1282,0,0.0
5,1289,1,1.0
5,1290,0,1.0
5,1291,0,0.0
5,1292,1,0.0
5,1295,1,1.0
5,1299,0,0.0
5,1300,0,0.0
5,1302,1,1.0
5,1305,1,0.0
5,1307,1,1.0
5,1311,1,1.0
5,1313,1,1.0
5,1315,0,0.0
5,1339,0,0.0
5,1345,1,1.0
5,1352,1,0.0
5,1359,1,1.0
5,1369,0,0.0
5,1371,0,0.0
5,1379,1,0.0
5,1392,1,1.0
5,1398,1,1.0
5,1406,0,1.0
5,1408,0,0.0
5,1410,1,0.0
5,1417,0,0.0
5,1425,1,1.0
5,1430,1,1.0
5,1432,0,0.0
5,1436,0,1.0
5,1437,0,1.0
5,1440,0,0.0
5,1446,0,0.0
5,1451,0,1.0
5,1454,0,0.0
5,1457,1,0.0
5,1461,1,1.0
5,1462,1,1.0
5,1463,1,1.0
5,1474,1,1.0
5,1479,1,1.0
5,1483,1,0.0
5,1484,1,1.0
5,1490,1,1.0
5,1493,0,0.0
5,1499,1,1.0
5,1505,1,1.0
5,1511,0,1.0
5,1517,1,1.0
5,1519,0,0.0
5,1523,1,1.0
5,1526,0,0.0
5,1527,1,1.0
5,1537,1,0.0
5,1553,1,1.0
5,1555,1,1.0
5,1564,1,0.0
5,1568,0,1.0
5,1572,1,1.0
5,1574,1,1.0
5,1578,1,1.0
5,1579,1,1.0
5,1581,1,1.0
5,1583,1,0.0
5,1588,0,0.0
5,1589,0,1.0
5,1603,0,1.0
5,1612,1,1.0
5,1614,0,1.0
5,1616,1,1.0
5,1618,1,1.0
5,1619,1,0.0
5,1627,0,1.0
5,1640,1,1.0
5,1642,0,0.0
5,1646,0,0.0
5,1650,0,0.0
5,1651,1,0.0
5,1652,0,0.0
5,1659,1,0.0
5,1663,0,0.0
5,1669,1,1.0
5,1673,0,1.0
5,1681,1,1.0
5,1690,1,0.0
5,1692,0,1.0
5,1694,0,0.0
5,1705,0,1.0
5,1706,0,0.0
5,1714,1,0.0
5,1715,0,0.0
5,1717,0,1.0
5,1719,1,0.0
5,1721,1,1.0
5,1723,1,1.0
5,1736,0,0.0
5,1737,0,1.0
5,1741,0,0.0
5,1742,0,1.0
5,1743,0,0.0
5,1747,1,1.0
5,1753,0,0.0
5,1760,0,0.0
5,1762,0,0.0
5,1766,0,0.0
5,1772,0,0.0
5,1775,1,1.0
5,1777,0,0.0
5,1778,1,1.0
5,1779,1,1.0
5,1781,0,1.0
5,1788,0,0.0
5,1791,0,0.0
5,1794,0,0.0
5,1796,1,1.0
5,1798,0,0.0
5,1800,0,0.0
5,1807,0,0.0
5,1812,1,1.0
5,1813,1,0.0
5,1815,0,1.0
5,1821,0,0.0
5,1846,0,1.0
5,1847,0,1.0
5,1851,1,1.0
5,1866,0,0.0
5,1872,1,1.0
5,1873,1,1.0
5,1877,1,1.0
5,1880,1,0.0
5,1882,1,1.0
5,1886,1,0.0
5,1888,0,0.0
5,1889,0,0.0
5,1904,1,1.0
5,1915,0,0.0
5,1923,0,0.0
5,1927,0,0.0
5,1929,0,1.0
5,1930,1,1.0
5,1932,0,1.0
5,1935,1,0.0
5,1938,0,0.0
5,1947,0,1.0
5,1954,0,1.0
5,1957,0,1.0
5,1959,1,1.0
5,1960,0,1.0
5,1970,0,1.0
5,1978,0,0.0
5,1979,0,1.0
5,1980,0,0.0
5,1989,1,1.0
5,1998,0,0.0
