
—— fold 1/5 —————————————————————
[eval 00000]  loss = 0.844245
[eval 08200]  loss = -0.750993
[eval 08210]  loss = -5.148785
[eval 08220]  loss = 2.072692
[eval 08230]  loss = -4.217325
[eval 08240]  loss = 0.658757
[eval 08250]  loss = -2.105905
[eval 08260]  loss = -1.335927
[eval 08270]  loss = -5.287041
[eval 08280]  loss = -1.583400
[eval 08290]  loss = 3.057582
[eval 08300]  loss = -4.628353
[eval 08310]  loss = 2.223101
[eval 08320]  loss = 2.455217
[eval 08330]  loss = 1.764745
[eval 08340]  loss = -5.041269
[eval 08350]  loss = -1.633133
[eval 08360]  loss = -5.257591
[eval 08370]  loss = 2.605798
[eval 08380]  loss = 2.141994
[eval 08390]  loss = -4.455131
[eval 08400]  loss = -1.984206
[eval 08410]  loss = 0.212395
[eval 08420]  loss = 0.020697
[eval 08430]  loss = -2.018263
[eval 08440]  loss = -0.923575
[eval 08450]  loss = -5.307965
[eval 08460]  loss = 3.902963
[eval 08470]  loss = -4.002901
[eval 08480]  loss = -4.301266
[eval 08490]  loss = -2.020777
[eval 08500]  loss = 3.134435
[eval 08510]  loss = 0.995792
[eval 08520]  loss = -2.024949
[eval 08530]  loss = 1.919972
[eval 08540]  loss = -5.304971
[eval 08550]  loss = 0.471700
[eval 08560]  loss = 4.399959
[eval 08570]  loss = -4.195455
[eval 08580]  loss = 2.428811
[eval 08590]  loss = -2.360974
[eval 08600]  loss = 0.718599
[eval 08610]  loss = -2.022496
[eval 08620]  loss = 1.573591
[eval 08630]  loss = -5.295435
[eval 08640]  loss = 0.271859
[eval 08650]  loss = -1.608325
[eval 08660]  loss = -5.261355
[eval 08670]  loss = 0.644105
[eval 08680]  loss = -1.097696
[eval 08690]  loss = -1.593701
[eval 08700]  loss = -4.684943
[eval 08710]  loss = 0.796264
[eval 08720]  loss = -5.304704
[eval 08730]  loss = 0.710907
[eval 08740]  loss = 5.172320
[eval 08750]  loss = -4.057871
[eval 08760]  loss = -3.874291
[eval 08770]  loss = 3.081802
[eval 08780]  loss = -0.538083
[eval 08790]  loss = -2.059334
[eval 08800]  loss = -1.439373
[eval 08810]  loss = -5.268702
[eval 08820]  loss = 0.136026
[eval 08830]  loss = -4.670189
[eval 08840]  loss = -5.064468
[eval 08850]  loss = -0.855416
[eval 08860]  loss = -5.327577
[eval 08870]  loss = -0.833350
[eval 08880]  loss = -2.312018
[eval 08890]  loss = -0.464656
[eval 08900]  loss = -5.368504
[eval 08910]  loss = 2.624120
[eval 08920]  loss = 2.928141
[eval 08930]  loss = -4.413180
[eval 08940]  loss = -0.982808
[eval 08950]  loss = -3.574909
[eval 08960]  loss = 1.722133
[eval 08970]  loss = -3.268022
[eval 08980]  loss = 1.460396
[eval 08990]  loss = -5.278016
[eval 09000]  loss = -0.729622
[eval 09010]  loss = -4.862143
[eval 09020]  loss = -5.261814
[eval 09030]  loss = -0.882588
[eval 09040]  loss = 2.185884
[eval 09050]  loss = -1.220029
[eval 09060]  loss = -2.038389
[eval 09070]  loss = -1.909022
[eval 09080]  loss = -5.220969
[eval 09090]  loss = -2.952858
[eval 09100]  loss = 4.052853
[eval 09110]  loss = -5.224478
[eval 09120]  loss = -1.346112
[eval 09130]  loss = 2.519922
[eval 09140]  loss = 0.848832
[eval 09150]  loss = -5.007446
[eval 09160]  loss = 3.142704
[eval 09170]  loss = -5.367092
[eval 09180]  loss = 2.336636
[eval 09190]  loss = 1.499956
[eval 09200]  loss = -4.876495
[eval 09210]  loss = -3.557933
[eval 09220]  loss = -2.088434
[eval 09230]  loss = 3.741792
[eval 09240]  loss = -2.445649
[eval 09250]  loss = 0.114490
[eval 09260]  loss = -5.359034
[eval 09270]  loss = -3.536377
[eval 09280]  loss = 0.819688
[eval 09290]  loss = -4.986251
[eval 09300]  loss = 2.467144
[eval 09310]  loss = -3.699926
[eval 09320]  loss = -1.247059
[eval 09330]  loss = -4.825334
[eval 09340]  loss = -1.112830
[eval 09350]  loss = -5.328546
[eval 09360]  loss = 1.455736
[eval 09370]  loss = -5.049643
[eval 09380]  loss = -4.520753
[eval 09390]  loss = -3.285099
[eval 09400]  loss = 3.202251
[eval 09410]  loss = -1.699256
[eval 09420]  loss = -5.145012
[eval 09430]  loss = 3.591198
[eval 09440]  loss = -5.397419
[eval 09450]  loss = -0.908836
[eval 09460]  loss = -4.975022
[eval 09470]  loss = -4.134902
[eval 09480]  loss = -1.443387
[eval 09490]  loss = -3.818709
[eval 09500]  loss = -1.241331
[eval 09510]  loss = -5.137287
[eval 09520]  loss = -0.742601
[eval 09530]  loss = -5.396276
[eval 09540]  loss = 0.766248
[eval 09550]  loss = -5.238854
[eval 09560]  loss = -4.464610
[eval 09570]  loss = -1.496328
[eval 09580]  loss = -5.199413
[eval 09590]  loss = -3.187827
[eval 09600]  loss = -3.694859
[eval 09610]  loss = 1.082820
[eval 09620]  loss = -5.381552
[eval 09630]  loss = 0.111189
[eval 09640]  loss = -4.825817
[eval 09650]  loss = -4.575643
[eval 09660]  loss = -1.133843
[eval 09670]  loss = -3.747245
[eval 09680]  loss = -0.374202
[eval 09690]  loss = -2.103618
[eval 09700]  loss = -2.243665
[eval 09710]  loss = -5.346349
[eval 09720]  loss = 3.880137
[eval 09730]  loss = -4.410879
[eval 09740]  loss = -4.283386
[eval 09750]  loss = 1.276769
[eval 09760]  loss = -5.183447
[eval 09770]  loss = -0.352114
[eval 09780]  loss = -5.031255
[eval 09790]  loss = 0.797436
[eval 09800]  loss = -5.322365
[eval 09810]  loss = 2.786842
[eval 09820]  loss = 4.674261
[eval 09830]  loss = -4.172842
[eval 09840]  loss = 3.155797
[eval 09850]  loss = -1.305843
[eval 09860]  loss = -2.761602
[eval 09870]  loss = -2.286147
[eval 09880]  loss = -1.754811
[eval 09890]  loss = -5.434620
[eval 09900]  loss = 1.650085
[eval 09910]  loss = 1.040093
[eval 09920]  loss = -5.189176
[eval 09930]  loss = -0.872335
[eval 09940]  loss = -4.840073
[eval 09950]  loss = -1.898350
[eval 09960]  loss = -2.060234
[eval 09970]  loss = 1.317878
[eval 09980]  loss = -5.438298
[eval 09990]  loss = 2.979742
accuracy = 0.660
confusion matrix:
[[142  58]
 [ 83 117]]
              precision    recall  f1-score   support

           0      0.631     0.710     0.668       200
           1      0.669     0.585     0.624       200

    accuracy                          0.647       400
   macro avg      0.650     0.647     0.646       400
weighted avg      0.650     0.647     0.646       400


—— fold 2/5 —————————————————————
[eval 00000]  loss = 1.270539
[eval 00010]  loss = -4.360249
[eval 00020]  loss = -4.347575
[eval 00030]  loss = -3.026701
[eval 00040]  loss = 3.302406
[eval 00050]  loss = -2.321871
[eval 00060]  loss = 3.499133
[eval 00070]  loss = 0.774836
[eval 00080]  loss = -2.173523
[eval 00090]  loss = 3.346972
[eval 00100]  loss = -0.428813
[eval 00110]  loss = 2.087738
[eval 00120]  loss = -1.182154
[eval 00130]  loss = -0.681217
[eval 00140]  loss = -1.493687
[eval 00150]  loss = 0.267975
[eval 00160]  loss = -1.080443
[eval 00170]  loss = 1.717436
[eval 00180]  loss = 1.385914
[eval 00190]  loss = 1.408336
[eval 00200]  loss = -2.839448
[eval 00210]  loss = 1.109045
[eval 00220]  loss = -1.198983
[eval 00230]  loss = 0.493031
[eval 00240]  loss = 0.513340
[eval 00250]  loss = -0.237301
[eval 00260]  loss = -0.563880
[eval 00270]  loss = 0.751327
[eval 00280]  loss = -2.611811
[eval 00290]  loss = -1.474162
[eval 00300]  loss = -0.729804
[eval 00310]  loss = -1.090767
[eval 00320]  loss = -4.477187
[eval 00330]  loss = 0.388063
[eval 00340]  loss = -0.458319
[eval 00350]  loss = -3.974880
[eval 00360]  loss = -2.006775
[eval 00370]  loss = 0.962035
[eval 00380]  loss = -0.968545
[eval 00390]  loss = -3.823188
[eval 00400]  loss = 2.371214
[eval 00410]  loss = -1.404778
[eval 00420]  loss = 0.161611
[eval 00430]  loss = 1.762032
[eval 00440]  loss = 0.228927
[eval 00450]  loss = -4.204903
[eval 00460]  loss = -2.773513
[eval 00470]  loss = -1.564747
[eval 00480]  loss = -3.889628
[eval 00490]  loss = 0.939392
[eval 00500]  loss = 4.296608
[eval 00510]  loss = -2.542565
[eval 00520]  loss = -2.350377
[eval 00530]  loss = -2.070719
[eval 00540]  loss = -4.373153
[eval 00550]  loss = 2.016713
[eval 00560]  loss = -3.307944
[eval 00570]  loss = -3.879000
[eval 00580]  loss = 0.629358
[eval 00590]  loss = 3.005852
[eval 00600]  loss = -1.771092
[eval 00610]  loss = -4.442170
[eval 00620]  loss = 2.528817
[eval 00630]  loss = -4.440019
[eval 00640]  loss = 0.778162
[eval 00650]  loss = -4.127873
[eval 00660]  loss = -4.530861
[eval 00670]  loss = -4.673303
[eval 00680]  loss = 0.716066
[eval 00690]  loss = -3.222583
[eval 00700]  loss = -0.416929
[eval 00710]  loss = -4.242020
[eval 00720]  loss = -0.873761
[eval 00730]  loss = -3.789343
[eval 00740]  loss = -2.917939
[eval 00750]  loss = 2.995365
[eval 00760]  loss = -4.172739
[eval 00770]  loss = 3.761406
[eval 00780]  loss = -3.113195
[eval 00790]  loss = -1.275715
[eval 00800]  loss = -3.923203
[eval 00810]  loss = -4.984756
[eval 00820]  loss = 1.725383
[eval 00830]  loss = -4.812430
[eval 00840]  loss = -4.984244
[eval 00850]  loss = 1.543426
[eval 00860]  loss = 4.786281
[eval 00870]  loss = -4.988380
[eval 00880]  loss = -1.777067
[eval 00890]  loss = -4.779505
[eval 00900]  loss = -0.994330
[eval 00910]  loss = -3.713848
[eval 00920]  loss = -2.087704
[eval 00930]  loss = -4.541711
[eval 00940]  loss = 2.579921
[eval 00950]  loss = 4.929159
[eval 00960]  loss = -4.369539
[eval 00970]  loss = 2.457129
[eval 00980]  loss = -4.817847
[eval 00990]  loss = -0.275515
[eval 01000]  loss = -4.448520
[eval 01010]  loss = 0.592996
[eval 01020]  loss = -4.465559
[eval 01030]  loss = 2.854535
[eval 01040]  loss = 4.915471
[eval 01050]  loss = -4.746274
[eval 01060]  loss = 1.926704
[eval 01070]  loss = -0.112835
[eval 01080]  loss = 1.241258
[eval 01090]  loss = -2.745951
[eval 01100]  loss = 1.017489
[eval 01110]  loss = -4.901544
[eval 01120]  loss = -4.871428
[eval 01130]  loss = 1.544454
[eval 01140]  loss = 2.023794
[eval 01150]  loss = -3.989136
[eval 01160]  loss = -2.357213
[eval 01170]  loss = 1.131009
[eval 01180]  loss = 1.588102
[eval 01190]  loss = -1.772451
[eval 01200]  loss = 0.949684
[eval 01210]  loss = -4.625308
[eval 01220]  loss = 2.441282
[eval 01230]  loss = -2.802355
[eval 01240]  loss = -4.577913
[eval 01250]  loss = -2.960280
[eval 01260]  loss = -0.821803
[eval 01270]  loss = -1.307081
[eval 01280]  loss = -4.536567
[eval 01290]  loss = 2.817453
[eval 01300]  loss = -4.577135
[eval 01310]  loss = -1.403064
[eval 01320]  loss = 4.663360
[eval 01330]  loss = -4.108416
[eval 01340]  loss = -1.300811
[eval 01350]  loss = 1.372611
[eval 01360]  loss = -0.405211
[eval 01370]  loss = -3.603758
[eval 01380]  loss = 3.418197
[eval 01390]  loss = -4.551389
[eval 01400]  loss = -1.289547
[eval 01410]  loss = 4.704377
[eval 01420]  loss = -4.533577
[eval 01430]  loss = 1.047347
[eval 01440]  loss = 0.905694
[eval 01450]  loss = 1.945608
[eval 01460]  loss = -2.084784
[eval 01470]  loss = -2.605990
[eval 01480]  loss = -4.591917
[eval 01490]  loss = -2.100862
[eval 01500]  loss = -2.098294
[eval 01510]  loss = -3.945872
[eval 01520]  loss = 1.790774
[eval 01530]  loss = -3.791711
[eval 01540]  loss = -1.462004
[eval 01550]  loss = -4.827863
[eval 01560]  loss = -5.061678
[eval 01570]  loss = 0.803224
[eval 01580]  loss = -5.003914
[eval 01590]  loss = -1.846249
[eval 01600]  loss = 1.569592
[eval 01610]  loss = -4.982112
[eval 01620]  loss = -4.866693
[eval 01630]  loss = 0.825205
[eval 01640]  loss = -4.976416
[eval 01650]  loss = 2.178459
[eval 01660]  loss = -3.828941
[eval 01670]  loss = -2.222406
[eval 01680]  loss = -4.885004
[eval 01690]  loss = 0.361124
[eval 01700]  loss = -3.913516
[eval 01710]  loss = -4.299582
[eval 01720]  loss = 3.213982
[eval 01730]  loss = 4.642351
[eval 01740]  loss = -3.556016
[eval 01750]  loss = -3.977725
[eval 01760]  loss = 0.697698
[eval 01770]  loss = -5.169824
[eval 01780]  loss = -5.171707
[eval 01790]  loss = 1.756780
[eval 01800]  loss = 3.602698
[eval 01810]  loss = -5.173279
[eval 01820]  loss = -5.221776
[eval 01830]  loss = -5.234904
[eval 01840]  loss = -1.057407
[eval 01850]  loss = -3.712561
[eval 01860]  loss = -5.243264
[eval 01870]  loss = -2.254397
[eval 01880]  loss = -4.104554
[eval 01890]  loss = 1.519377
[eval 01900]  loss = -5.337168
[eval 01910]  loss = 2.102916
[eval 01920]  loss = -1.302621
[eval 01930]  loss = -5.261809
[eval 01940]  loss = -5.068215
[eval 01950]  loss = -2.582687
[eval 01960]  loss = 0.826477
[eval 01970]  loss = 2.471984
[eval 01980]  loss = -3.579803
[eval 01990]  loss = 1.675535
[eval 02000]  loss = -5.295561
[eval 02010]  loss = -0.303501
[eval 02020]  loss = -0.877207
[eval 02030]  loss = -5.091489
[eval 02040]  loss = 3.081210
[eval 02050]  loss = 4.645741
[eval 02060]  loss = 1.925002
[eval 02070]  loss = -4.020214
[eval 02080]  loss = 2.813222
[eval 02090]  loss = -5.176731
[eval 02100]  loss = -5.201325
[eval 02110]  loss = 0.400680
[eval 02120]  loss = -4.351150
[eval 02130]  loss = -4.165137
[eval 02140]  loss = 0.750719
[eval 02150]  loss = -0.224101
[eval 02160]  loss = 1.696679
[eval 02170]  loss = -3.700214
[eval 02180]  loss = -0.617204
[eval 02190]  loss = -5.284025
[eval 02200]  loss = -1.433512
[eval 02210]  loss = -3.549313
[eval 02220]  loss = -4.835372
[eval 02230]  loss = -3.408423
[eval 02240]  loss = -5.153230
[eval 02250]  loss = -0.958762
[eval 02260]  loss = -4.327255
[eval 02270]  loss = 0.515928
[eval 02280]  loss = -5.230570
[eval 02290]  loss = -2.220744
[eval 02300]  loss = -5.123299
[eval 02310]  loss = -4.544247
[eval 02320]  loss = 2.166272
[eval 02330]  loss = -0.479677
[eval 02340]  loss = -0.419773
[eval 02350]  loss = -4.346411
[eval 02360]  loss = 1.677615
[eval 02370]  loss = -5.304156
[eval 02380]  loss = 1.958665
[eval 02390]  loss = -4.166723
[eval 02400]  loss = -4.406313
[eval 02410]  loss = -0.973092
[eval 02420]  loss = 0.686090
[eval 02430]  loss = -0.181343
[eval 02440]  loss = -4.825801
[eval 02450]  loss = -0.657114
[eval 02460]  loss = -5.119567
[eval 02470]  loss = 3.275811
[eval 02480]  loss = -1.341144
[eval 02490]  loss = -3.919481
[eval 02500]  loss = -1.575000
[eval 02510]  loss = -0.059083
[eval 02520]  loss = 3.140079
[eval 02530]  loss = -4.228814
[eval 02540]  loss = 4.181402
[eval 02550]  loss = -5.296410
[eval 02560]  loss = -1.614698
[eval 02570]  loss = -1.005330
[eval 02580]  loss = -4.117777
[eval 02590]  loss = 1.381399
[eval 02600]  loss = -3.836577
[eval 02610]  loss = -0.218438
[eval 02620]  loss = -3.535084
[eval 02630]  loss = 1.566432
[eval 02640]  loss = -5.234949
[eval 02650]  loss = 0.365245
[eval 02660]  loss = 3.628943
[eval 02670]  loss = -3.919937
[eval 02680]  loss = 1.176150
[eval 02690]  loss = 0.934025
[eval 02700]  loss = -0.261282
[eval 02710]  loss = -4.975510
[eval 02720]  loss = -2.981884
[eval 02730]  loss = -5.323649
[eval 02740]  loss = 0.312766
[eval 02750]  loss = 3.632419
[eval 02760]  loss = -3.962452
[eval 02770]  loss = 0.288173
[eval 02780]  loss = 2.047411
[eval 02790]  loss = 0.319614
[eval 02800]  loss = -4.201022
[eval 02810]  loss = -1.719380
[eval 02820]  loss = -5.242259
[eval 02830]  loss = -2.887514
[eval 02840]  loss = 5.256518
[eval 02850]  loss = -4.099480
[eval 02860]  loss = 0.489984
[eval 02870]  loss = 4.538414
[eval 02880]  loss = 1.057003
[eval 02890]  loss = -4.328324
[eval 02900]  loss = 2.085535
[eval 02910]  loss = -5.321083
[eval 02920]  loss = 1.937659
[eval 02930]  loss = -0.188876
[eval 02940]  loss = -4.539834
[eval 02950]  loss = 0.407990
[eval 02960]  loss = 3.344207
[eval 02970]  loss = -1.133381
[eval 02980]  loss = -4.299459
[eval 02990]  loss = -2.625662
[eval 03000]  loss = -5.158081
[eval 03010]  loss = -1.006450
[eval 03020]  loss = 5.254500
[eval 03030]  loss = -4.984560
[eval 03040]  loss = 1.183771
[eval 03050]  loss = 4.640215
[eval 03060]  loss = 1.355485
[eval 03070]  loss = -4.095912
[eval 03080]  loss = -2.597841
[eval 03090]  loss = -5.228222
[eval 03100]  loss = 2.607496
[eval 03110]  loss = 3.646360
[eval 03120]  loss = -3.922223
[eval 03130]  loss = -1.848770
[eval 03140]  loss = -2.277620
[eval 03150]  loss = 2.109267
[eval 03160]  loss = -4.118471
[eval 03170]  loss = -2.387783
[eval 03180]  loss = -5.306070
[eval 03190]  loss = -1.997914
[eval 03200]  loss = -2.375525
[eval 03210]  loss = -4.825673
[eval 03220]  loss = -0.368513
[eval 03230]  loss = 0.505922
[eval 03240]  loss = -3.130743
[eval 03250]  loss = -3.824003
[eval 03260]  loss = 1.271009
[eval 03270]  loss = -5.257092
[eval 03280]  loss = 2.635422
[eval 03290]  loss = 4.885523
[eval 03300]  loss = -4.928739
[eval 03310]  loss = -1.615003
[eval 03320]  loss = -0.173705
[eval 03330]  loss = 2.751977
[eval 03340]  loss = -4.037592
[eval 03350]  loss = 4.051732
[eval 03360]  loss = -5.340839
[eval 03370]  loss = -1.984849
[eval 03380]  loss = -1.215995
[eval 03390]  loss = -4.353587
[eval 03400]  loss = -1.995745
[eval 03410]  loss = -5.060692
[eval 03420]  loss = 0.285695
[eval 03430]  loss = -5.233700
[eval 03440]  loss = -2.464590
[eval 03450]  loss = -5.211745
[eval 03460]  loss = 0.557215
[eval 03470]  loss = 4.336208
[eval 03480]  loss = -4.139188
[eval 03490]  loss = -2.904963
[eval 03500]  loss = -1.975185
[eval 03510]  loss = -3.052652
[eval 03520]  loss = -4.906134
[eval 03530]  loss = 0.998349
[eval 03540]  loss = -5.418149
[eval 03550]  loss = -0.436892
[eval 03560]  loss = -3.659194
[eval 03570]  loss = -4.139563
[eval 03580]  loss = -1.768495
[eval 03590]  loss = -2.961184
[eval 03600]  loss = 0.533078
[eval 03610]  loss = -3.998992
[eval 03620]  loss = -2.716834
[eval 03630]  loss = -5.176732
[eval 03640]  loss = -4.259305
[eval 03650]  loss = 4.849660
[eval 03660]  loss = -4.138773
[eval 03670]  loss = 0.746203
[eval 03680]  loss = -3.591208
[eval 03690]  loss = 2.010108
[eval 03700]  loss = -4.200863
[eval 03710]  loss = -0.777390
[eval 03720]  loss = -5.439922
[eval 03730]  loss = -3.295779
[eval 03740]  loss = 3.898507
[eval 03750]  loss = -4.934533
[eval 03760]  loss = -3.146408
[eval 03770]  loss = 1.254808
[eval 03780]  loss = 1.010632
[eval 03790]  loss = -4.078652
[eval 03800]  loss = -0.109893
[eval 03810]  loss = -5.270620
[eval 03820]  loss = -0.101430
[eval 03830]  loss = 5.152452
[eval 03840]  loss = -3.863987
[eval 03850]  loss = -2.935281
[eval 03860]  loss = 4.280143
[eval 03870]  loss = 0.136708
[eval 03880]  loss = -4.146181
[eval 03890]  loss = 2.112890
[eval 03900]  loss = -5.212907
[eval 03910]  loss = 2.184828
[eval 03920]  loss = 2.551430
[eval 03930]  loss = -5.020275
[eval 03940]  loss = 0.219950
[eval 03950]  loss = -4.583221
[eval 03960]  loss = 2.469152
[eval 03970]  loss = -3.840990
[eval 03980]  loss = 3.441317
[eval 03990]  loss = -5.332016
[eval 04000]  loss = 3.038852
[eval 04010]  loss = 4.296508
[eval 04020]  loss = -5.182092
[eval 04030]  loss = 0.257759
[eval 04040]  loss = -3.223271
[eval 04050]  loss = 0.531783
[eval 04060]  loss = -4.246579
[eval 04070]  loss = -1.194639
[eval 04080]  loss = -5.233225
[eval 04090]  loss = -2.675550
[eval 04100]  loss = 3.705635
[eval 04110]  loss = -3.947949
[eval 04120]  loss = 2.287263
[eval 04130]  loss = 3.166505
[eval 04140]  loss = 0.165323
[eval 04150]  loss = -4.307946
[eval 04160]  loss = 1.132549
[eval 04170]  loss = -5.319926
[eval 04180]  loss = -1.751907
[eval 04190]  loss = -3.252546
[eval 04200]  loss = -5.200855
[eval 04210]  loss = -0.967422
[eval 04220]  loss = -5.151552
[eval 04230]  loss = -0.033249
[eval 04240]  loss = -5.057623
[eval 04250]  loss = -1.403092
[eval 04260]  loss = -5.327800
[eval 04270]  loss = -0.271458
[eval 04280]  loss = -3.450897
[eval 04290]  loss = -5.106004
[eval 04300]  loss = -3.048192
[eval 04310]  loss = 3.944066
[eval 04320]  loss = 0.704003
[eval 04330]  loss = -3.652322
[eval 04340]  loss = 2.215040
[eval 04350]  loss = -5.259019
[eval 04360]  loss = -1.068806
[eval 04370]  loss = -0.405969
[eval 04380]  loss = -5.266194
[eval 04390]  loss = 2.580993
[eval 04400]  loss = 2.427989
[eval 04410]  loss = 2.580491
[eval 04420]  loss = -4.227123
[eval 04430]  loss = 3.202142
[eval 04440]  loss = -5.161768
[eval 04450]  loss = 3.581070
[eval 04460]  loss = -3.902774
[eval 04470]  loss = -3.824702
[eval 04480]  loss = -2.500304
[eval 04490]  loss = 4.156212
[eval 04500]  loss = -2.345022
[eval 04510]  loss = -4.145235
[eval 04520]  loss = 4.093042
[eval 04530]  loss = -5.379295
[eval 04540]  loss = -3.167317
[eval 04550]  loss = -2.473902
[eval 04560]  loss = -4.395129
[eval 04570]  loss = -1.438140
[eval 04580]  loss = -4.683932
[eval 04590]  loss = -2.665636
[eval 04600]  loss = -4.291708
[eval 04610]  loss = 1.773253
[eval 04620]  loss = -5.254020
[eval 04630]  loss = -2.731370
[eval 04640]  loss = -4.379402
[eval 04650]  loss = -4.378316
[eval 04660]  loss = 1.936496
[eval 04670]  loss = -1.709006
[eval 04680]  loss = -3.002063
[eval 04690]  loss = -3.753189
[eval 04700]  loss = 4.503561
[eval 04710]  loss = -5.256766
[eval 04720]  loss = -1.665033
[eval 04730]  loss = -2.382557
[eval 04740]  loss = -5.021352
[eval 04750]  loss = 0.716777
[eval 04760]  loss = 1.387278
[eval 04770]  loss = 3.129981
[eval 04780]  loss = -3.548033
[eval 04790]  loss = 1.667363
[eval 04800]  loss = -5.230968
[eval 04810]  loss = 0.901701
[eval 04820]  loss = -2.091098
[eval 04830]  loss = -4.098495
[eval 04840]  loss = -2.167576
[eval 04850]  loss = 2.681918
[eval 04860]  loss = -1.217808
[eval 04870]  loss = -3.613012
[eval 04880]  loss = 2.088314
[eval 04890]  loss = -5.273581
[eval 04900]  loss = -1.085243
[eval 04910]  loss = 2.498979
[eval 04920]  loss = -4.588321
[eval 04930]  loss = 3.414562
[eval 04940]  loss = -1.548566
[eval 04950]  loss = -0.565538
[eval 04960]  loss = -3.877455
[eval 04970]  loss = 3.292484
[eval 04980]  loss = -5.140295
[eval 04990]  loss = -0.584391
[eval 05000]  loss = -4.398502
[eval 05010]  loss = -3.862178
[eval 05020]  loss = -0.454681
[eval 05030]  loss = -0.380120
[eval 05040]  loss = -2.037820
[eval 05050]  loss = -3.774896
[eval 05060]  loss = 2.309799
[eval 05070]  loss = -5.306333
[eval 05080]  loss = -1.322377
[eval 05090]  loss = -0.825894
[eval 05100]  loss = -4.767011
[eval 05110]  loss = -1.938146
[eval 05120]  loss = 1.644967
[eval 05130]  loss = 1.281363
[eval 05140]  loss = -4.038100
[eval 05150]  loss = -1.556721
[eval 05160]  loss = -5.238568
[eval 05170]  loss = -2.205510
[eval 05180]  loss = -1.784561
[eval 05190]  loss = -4.385629
[eval 05200]  loss = -3.701049
[eval 05210]  loss = -1.731179
[eval 05220]  loss = 1.079566
[eval 05230]  loss = -4.524231
[eval 05240]  loss = 2.279240
[eval 05250]  loss = -5.199297
[eval 05260]  loss = -1.436947
[eval 05270]  loss = 4.811461
[eval 05280]  loss = -4.205060
[eval 05290]  loss = -1.918656
[eval 05300]  loss = -3.957764
[eval 05310]  loss = -1.747479
[eval 05320]  loss = -4.378600
[eval 05330]  loss = -1.756834
[eval 05340]  loss = -5.273952
[eval 05350]  loss = -3.849219
[eval 05360]  loss = -3.887313
[eval 05370]  loss = -4.940759
[eval 05380]  loss = 1.126757
[eval 05390]  loss = 0.192952
[eval 05400]  loss = 1.229517
[eval 05410]  loss = -4.316790
[eval 05420]  loss = -1.690045
[eval 05430]  loss = -5.248682
[eval 05440]  loss = 1.488331
[eval 05450]  loss = -3.912281
[eval 05460]  loss = -3.931820
[eval 05470]  loss = 0.255328
[eval 05480]  loss = 0.342399
[eval 05490]  loss = 2.084378
[eval 05500]  loss = -4.134393
[eval 05510]  loss = -1.089374
[eval 05520]  loss = -5.167419
[eval 05530]  loss = -0.498967
[eval 05540]  loss = -1.045256
[eval 05550]  loss = -4.868102
[eval 05560]  loss = -2.324295
[eval 05570]  loss = 4.674079
[eval 05580]  loss = 1.274429
[eval 05590]  loss = -5.013610
[eval 05600]  loss = -1.902944
[eval 05610]  loss = -5.195381
[eval 05620]  loss = -2.809189
[eval 05630]  loss = -4.458384
[eval 05640]  loss = -4.003272
[eval 05650]  loss = -1.961784
[eval 05660]  loss = -0.833932
[eval 05670]  loss = -0.230237
[eval 05680]  loss = -3.665144
[eval 05690]  loss = 0.801082
[eval 05700]  loss = -5.448795
[eval 05710]  loss = 2.473064
[eval 05720]  loss = -4.469402
[eval 05730]  loss = -5.014257
[eval 05740]  loss = 2.430771
[eval 05750]  loss = -4.975845
[eval 05760]  loss = -1.769727
[eval 05770]  loss = -4.035449
[eval 05780]  loss = -2.137133
[eval 05790]  loss = -5.262297
[eval 05800]  loss = 0.141869
[eval 05810]  loss = 4.659934
[eval 05820]  loss = -4.745524
[eval 05830]  loss = 4.062472
[eval 05840]  loss = -1.835397
[eval 05850]  loss = 0.178690
[eval 05860]  loss = -4.335103
[eval 05870]  loss = -1.577105
[eval 05880]  loss = -5.322230
[eval 05890]  loss = -2.404769
[eval 05900]  loss = 5.160737
[eval 05910]  loss = -5.011667
[eval 05920]  loss = 2.562778
[eval 05930]  loss = 4.566757
[eval 05940]  loss = 4.515484
[eval 05950]  loss = -3.522574
[eval 05960]  loss = -3.661883
[eval 05970]  loss = -5.277036
[eval 05980]  loss = 1.984406
[eval 05990]  loss = 1.112180
[eval 06000]  loss = -4.475327
[eval 06010]  loss = -2.555426
[eval 06020]  loss = 1.604674
[eval 06030]  loss = 1.362730
[eval 06040]  loss = -3.923129
[eval 06050]  loss = -2.168707
[eval 06060]  loss = -5.093092
[eval 06070]  loss = -1.629688
[eval 06080]  loss = 4.923084
[eval 06090]  loss = -4.563829
[eval 06100]  loss = 0.592283
[eval 06110]  loss = -3.184122
[eval 06120]  loss = 0.477832
[eval 06130]  loss = -4.051642
[eval 06140]  loss = -2.577053
[eval 06150]  loss = -5.227368
[eval 06160]  loss = -0.542038
[eval 06170]  loss = 5.201451
[eval 06180]  loss = -4.897965
[eval 06190]  loss = 2.406230
[eval 06200]  loss = -3.105747
[eval 06210]  loss = 3.826821
[eval 06220]  loss = -3.582248
[eval 06230]  loss = 0.770253
[eval 06240]  loss = -5.257876
[eval 06250]  loss = -2.507584
[eval 06260]  loss = -4.246494
[eval 06270]  loss = -5.111282
[eval 06280]  loss = 1.536506
[eval 06290]  loss = 2.452087
[eval 06300]  loss = 0.892342
[eval 06310]  loss = -3.826002
